date,survey,survey_n,transect_type,transect,meter,mean_sediment_depth_cm,max_sediment_depth_cm,n_replicates,monitoring_phase,monitoring_type,source_file,source_file_name,baseline_mean_cm,baseline_max_cm,lat_dd,lon_dd,mean_delta_from_baseline_cm,max_delta_from_baseline_cm,mean_delta_class,max_delta_class,sedimentation_impact,main_50m_segment
2025-09-24,Baseline,0,Adjacent,ACER_NS,0,0.3333333333333333,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,0.5,26.10112,-80.101542,0,0.16666666666666669,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,1,0.5,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.5,0.5,26.101111420000002,-80.1015408,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,2,5,5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,5,5,26.101102840000003,-80.1015396,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,3,0.3333333333333333,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,0.5,26.10109426,-80.1015384,0,0.16666666666666669,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,4,0.5,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.5,1,26.10108568,-80.1015372,0,0.5,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,5,2.3333333333333335,4,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,2.3333333333333335,4,26.1010771,-80.101536,0,1.6666666666666665,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,6,0.5,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.5,1,26.101068520000002,-80.1015348,0,0.5,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,7,0.3333333333333333,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,0.5,26.101059940000003,-80.1015336,0,0.16666666666666669,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,8,0.16666666666666666,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.16666666666666666,0.5,26.101051360000003,-80.1015324,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,9,1.3333333333333333,3,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1.3333333333333333,3,26.10104278,-80.1015312,0,1.6666666666666667,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,10,1,3,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1,3,26.1010342,-80.10153,0,2,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,11,0.5,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.5,0.5,26.10102562,-80.1015288,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,12,0.6666666666666666,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.6666666666666666,1,26.101017040000002,-80.1015276,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,13,0.16666666666666666,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.16666666666666666,0.5,26.101008460000003,-80.1015264,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,14,1.5,4,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1.5,4,26.10099988,-80.1015252,0,2.5,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,15,3.5,6,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,3.5,6,26.1009913,-80.101524,0,2.5,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,16,0.16666666666666666,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.16666666666666666,0.5,26.10098272,-80.1015228,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,17,0.5,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.5,0.5,26.10097414,-80.1015216,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,18,0.8333333333333334,2,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.8333333333333334,2,26.100965560000002,-80.1015204,0,1.1666666666666665,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,19,0.5,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.5,0.5,26.100956980000003,-80.1015192,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,20,0.16666666666666666,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.16666666666666666,0.5,26.1009484,-80.101518,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,21,0.3333333333333333,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,0.5,26.10093982,-80.1015168,0,0.16666666666666669,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,22,0.3333333333333333,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,0.5,26.10093124,-80.1015156,0,0.16666666666666669,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,23,0.3333333333333333,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,0.5,26.100922660000002,-80.1015144,0,0.16666666666666669,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,24,0.5,0.5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.5,0.5,26.100914080000003,-80.1015132,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,25,2.3333333333333335,7,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,2.3333333333333335,7,26.100905500000003,-80.101512,0,4.666666666666666,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,26,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.10089692,-80.1015108,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,27,0.3333333333333333,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,1,26.10088834,-80.1015096,0,0.6666666666666667,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,28,1.6666666666666667,5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1.6666666666666667,5,26.10087976,-80.1015084,0,3.333333333333333,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,29,0.6666666666666666,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.6666666666666666,1,26.100871180000002,-80.1015072,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,30,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100862600000003,-80.101506,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,31,0.6666666666666666,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.6666666666666666,1,26.10085402,-80.1015048,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,32,1.6666666666666667,5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1.6666666666666667,5,26.10084544,-80.1015036,0,3.333333333333333,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,33,1.3333333333333333,2,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,1.3333333333333333,2,26.10083686,-80.1015024,0,0.6666666666666667,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,34,0,0,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0,0,26.100828280000002,-80.1015012,0,0,0 to 1.5 mm,0 to 1.5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,35,2.6666666666666665,5,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,2.6666666666666665,5,26.100819700000002,-80.1015,0,2.3333333333333335,0 to 1.5 mm,>1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,36,0.6666666666666666,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.6666666666666666,1,26.100811120000003,-80.1014988,0,0.33333333333333337,0 to 1.5 mm,>1.5 to 5 mm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,37,0.3333333333333333,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,1,26.10080254,-80.1014976,0,0.6666666666666667,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,38,0.3333333333333333,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,1,26.10079396,-80.1014964,0,0.6666666666666667,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
2025-09-24,Baseline,0,Adjacent,ACER_NS,39,0.3333333333333333,1,3,during_construction,weekly,data/sedimentation_monitoring/2_During-Construction/Data/Weekly Monitoring/2025-2026_PESandBypass_TransectData_Con25.xlsx,2025-2026_PESandBypass_TransectData_Con25.xlsx,0.3333333333333333,1,26.10078538,-80.1014952,0,0.6666666666666667,0 to 1.5 mm,>5 mm to 1 cm,FALSE,FALSE
